"masterid","stationid","latitude","longitude","huc","county","smcshed","smc_lu","probabilistic","objectid","sampleid","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","Year","MasterYear"
"845M10601","845M10601",33.90791,-117.88829,845,"Orange","San Gabriel","SMC_out","true",4773,"845M10601_05192016_BMI_RWB_1",2016-05-19 00:00:00,5,19,2016,"BMI_RWB",1,NA,587,20,20,0.17035775,3.22580645,7.62153109,6.6,0.86596773,0.24,0.5558572,0.01,0.71091247,0.04,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"845M10601_2016"
"802SJR116","802SJR116",33.66396,-117.2787,802,"Riverside","San Jacinto","Urban","true",4746,"802SJR116_06122014_BMI_RWB_1",2014-06-12 00:00:00,6,12,2014,"BMI_RWB",1,NA,431,1,20,5.33642691,7.69230769,6.86894297,6,0.87349684,0.25,0.39144727,0,0.63247206,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"802SJR116_2014"
"802SJR116","802SJR116",33.66396,-117.2787,802,"Riverside","San Jacinto","Urban","true",4747,"802SJR116_06212006_BMI_RWB_1",2006-06-21 00:00:00,6,21,2006,"BMI_RWB",1,NA,529,20,20,5.10396975,23.52941176,6.86894297,4.9,0.71335575,0.07,0.3602721,0,0.53681393,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"802SJR116_2006"
"802SJR116","802SJR116",33.66396,-117.2787,802,"Riverside","San Jacinto","Urban","true",4748,"802SJR116_06262012_BMI_RWB_1",2012-06-26 00:00:00,6,26,2012,"BMI_RWB",1,NA,311,1,1,13.18327974,7.14285714,6.86894297,3,0.43674842,0,0.24176665,0,0.33925754,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"802SJR116_2012"
"802SJR116","802SJR116",33.66396,-117.2787,802,"Riverside","San Jacinto","Urban","true",4749,"802SJR116_07082013_BMI_RWB_1",2013-07-08 00:00:00,7,8,2013,"BMI_RWB",1,NA,601,20,20,7.98668885,7.69230769,6.86894297,2.65,0.38579444,0,0.24534485,0,0.31556965,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"802SJR116_2013"
"802SJR116","802SJR116",33.66396,-117.2787,802,"Riverside","San Jacinto","Urban","true",4750,"802SJR116_07252011_BMI_RWB_1",2011-07-25 00:00:00,7,25,2011,"BMI_RWB",1,NA,600,20,20,0.66666667,8.69565217,6.86894297,4.65,0.67696005,0.04,0.3769123,0,0.52693618,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"802SJR116_2011"
"802SWC020","802SWC020",33.76698,-116.6902,802,"Riverside","San Jacinto","Open","true",4753,"802SWC020_06162006_BMI_RWB_1",2006-06-16 00:00:00,6,16,2006,"BMI_RWB",1,NA,596,20,20,8.72483221,15.78947368,8.28465813,8.45,1.0199576,0.54,0.93932961,0.37,0.9796436,0.45,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"802SWC020_2006"
"802SWC020","802SWC020",33.76698,-116.6902,802,"Riverside","San Jacinto","Open","true",4754,"802SWC020_07122011_BMI_RWB_1",2011-07-12 00:00:00,7,12,2011,"BMI_RWB",1,NA,330,1,1,2.72727273,9.80392157,8.28465813,10,1.20705041,0.86,0.97953771,0.45,1.09329406,0.72,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"802SWC020_2011"
"802SWC020","802SWC020",33.76698,-116.6902,802,"Riverside","San Jacinto","Open","true",4755,"802SWC020_07162012_BMI_RWB_1",2012-07-16 00:00:00,7,16,2012,"BMI_RWB",1,NA,596,20,20,7.04697987,4.25531915,8.28465813,8.6,1.03806335,0.58,0.93772076,0.36,0.98789206,0.47,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"802SWC020_2012"
"845RB8633","845RB8633",33.87181,-118.01959,845,"Los Angeles","San Gabriel","Urban","true",4777,"845RB8633_07082013_BMI_RWB_1",2013-07-08 00:00:00,7,8,2013,"BMI_RWB",1,NA,600,20,20,0,0,7.77951552,3,0.38562813,0,0.29993427,0,0.3427812,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"845RB8633_2013"
"845RB8633","845RB8633",33.87181,-118.01959,845,"Los Angeles","San Gabriel","Urban","true",4778,"845RB8633_07262011_BMI_RWB_1",2011-07-26 00:00:00,7,26,2011,"BMI_RWB",1,NA,598,20,20,0,0,7.77951552,3,0.38562813,0,0.38262077,0,0.38412445,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"845RB8633_2011"
"901M14124","901M14124",33.43535,-117.62556,901,"Orange","San Juan","Urban","true",4810,"901M14124_06232015_BMI_RWB_MCM_1",2015-06-23 00:00:00,6,23,2015,"BMI_RWB_MCM",1,NA,577,20,20,0.17331023,5.55555556,7.59543048,3,0.39497432,0,0.28675367,0,0.34086399,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"901M14124_2015"
"901M14126","901M14126",33.54743,-117.7223,901,"Orange","San Juan","Open","true",4811,"901M14126_05172016_BMI_RWB_1",2016-05-17 00:00:00,5,17,2016,"BMI_RWB",1,NA,588,20,20,2.89115646,12,8.23677693,6.15,0.74665128,0.09,0.42575417,0,0.58620272,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"901M14126_2016"
"901M14137","901M14137",33.49418,-117.71659,901,"Orange","San Juan","Open","true",4813,"901M14137_06202017_BMI_RWB_1",2017-06-20 00:00:00,6,20,2017,"BMI_RWB",1,NA,616,20,20,0.16233766,5,7.74074706,3,0.38755949,0,0.48488477,0,0.43622213,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"901M14137_2017"
"901M14138","901M14138",33.57688,-117.63999,901,"Orange","San Juan","Urban","true",4814,"901M14138_06202017_BMI_RWB_1",2017-06-20 00:00:00,6,20,2017,"BMI_RWB",1,NA,585,20,20,0.68376068,2.43902439,7.55718454,7.6,1.00566553,0.51,0.61150825,0.02,0.80858689,0.12,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"901M14138_2017"
"SMC04524","SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel","Open","true",6048,"SMC04524_07092013_BMI_RWB_1",2013-07-09 00:00:00,7,9,2013,"BMI_RWB",1,NA,607,20,20,4.44810544,10.9375,7.3617834,9.55,1.29724001,0.94,1.05291053,0.62,1.17507527,0.86,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"SMC04524_2013"
"901S00469","901S00469",33.52999,-117.40855,901,"Riverside","San Juan","Open","true",4828,"901S00469_05092017_BMI_RWB_1",2017-05-09 00:00:00,5,9,2017,"BMI_RWB",1,NA,580,20,20,0.34482759,4,6.49525601,8,1.23166816,0.89,0.96592399,0.42,1.09879607,0.73,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"901S00469_2017"
"901S00469","901S00469",33.52999,-117.40855,901,"Riverside","San Juan","Open","true",4829,"901S00469_05132009_BMI_RWB_1",2009-05-13 00:00:00,5,13,2009,"BMI_RWB",1,NA,579,20,20,0,0,6.49525601,5.65,0.86986564,0.25,0.79140192,0.12,0.83063378,0.15,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"901S00469_2009"
"901S01705","901S01705",33.60369,-117.51,901,"Orange","San Juan","Open","true",4832,"901S01705_05092017_BMI_RWB_1",2017-05-09 00:00:00,5,9,2017,"BMI_RWB",1,NA,603,20,20,0.66334992,7.89473684,6.49016403,7,1.07855517,0.66,0.89395534,0.28,0.98625526,0.47,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"901S01705_2017"
"901S01705","901S01705",33.60369,-117.51,901,"Orange","San Juan","Open","true",4833,"901S01705_05142009_BMI_RWB_1",2009-05-14 00:00:00,5,14,2009,"BMI_RWB",1,NA,590,20,20,0.84745763,11.36363636,6.49016403,5.8,0.89366,0.29,0.91885241,0.33,0.9062562,0.28,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"901S01705_2009"
"901S01811","901S01811",33.56418,-117.71792,901,"Orange","San Juan","Urban","true",4834,"901S01811_05072009_BMI_RWB_1",2009-05-07 00:00:00,5,7,2009,"BMI_RWB",1,NA,606,20,20,0.1650165,3.7037037,7.60508276,6.8,0.89413886,0.29,0.43343419,0,0.66378652,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"901S01811_2009"
"901S02873","901S02873",33.54344,-117.39739,901,"Riverside","San Juan","Open","true",4838,"901S02873_06012010_BMI_RWB_1",2010-06-01 00:00:00,6,1,2010,"BMI_RWB",1,NA,576,20,20,0.52083333,1.75438596,6.49548406,7.95,1.22392726,0.88,1.1995576,0.87,1.21174243,0.91,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"901S02873_2010"
"901S04309","901S04309",33.47486,-117.46605,901,"San Diego","San Juan","Open","true",4839,"901S04309_05162011_BMI_RWB_1",2011-05-16 00:00:00,5,16,2011,"BMI_RWB",1,NA,593,20,20,0.84317032,4.54545455,6.5208289,7.5,1.15016053,0.78,0.68621325,0.04,0.91818689,0.3,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"901S04309_2011"
"901S04565","901S04565",33.5316,-117.41415,901,"Riverside","San Juan","Open","true",4841,"901S04565_05262011_BMI_RWB_1",2011-05-26 00:00:00,5,26,2011,"BMI_RWB",1,NA,590,20,20,1.02214651,9.61538462,6.49803035,7.9,1.21575302,0.87,1.06837103,0.65,1.14206202,0.81,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"901S04565_2011"
"901S06030","901S06030",33.50267,-117.64794,901,"Orange","San Juan","Urban","true",4842,"901S06030_04302009_BMI_RWB_1",2009-04-30 00:00:00,4,30,2009,"BMI_RWB",1,NA,604,20,20,0.66225166,8.82352941,8.18301953,4,0.48881712,0,0.30168993,0,0.39525352,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"901S06030_2009"
"901S06798","901S06798",33.53154,-117.74144,901,"Orange","San Juan","Open","true",4843,"901S06798_05172011_BMI_RWB_MCM_1",2011-05-17 00:00:00,5,17,2011,"BMI_RWB_MCM",1,NA,577,20,20,5.05226481,10.52631579,7.04356966,5.65,0.80215009,0.15,0.42598268,0,0.61406638,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"901S06798_2011"
"901S06851","901S06851",33.55052,-117.67542,901,"Orange","San Juan","Urban","true",4844,"901S06851_05192011_BMI_RWB_1",2011-05-19 00:00:00,5,19,2011,"BMI_RWB",1,NA,604,20,20,3.31125828,14.63414634,7.64876821,6.95,0.90864304,0.32,0.47509683,0,0.69186994,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"901S06851_2011"
"901S11685","901S11685",33.5099,-117.6348,901,"Orange","San Juan","Urban","true",4846,"901S11685_05312012_BMI_RWB_1",2012-05-31 00:00:00,5,31,2012,"BMI_RWB",1,NA,588,20,20,0.34013605,3.33333333,7.12076342,5.8,0.81451941,0.16,0.42606846,0,0.62029393,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"901S11685_2012"
"901S39498","901S39498",33.49038,-117.66532,901,"Orange","San Juan","Urban","true",4849,"901S39498_05182010_BMI_RWB_1",2010-05-18 00:00:00,5,18,2010,"BMI_RWB",1,NA,610,20,20,0.16393443,3.33333333,8.1810459,5.9,0.72117918,0.07,0.34223641,0,0.5317078,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"901S39498_2010"
"901S45253","901S45253",33.51442,-117.62613,901,"Orange","San Juan","Urban","true",4850,"901S45253_05182010_BMI_RWB_1",2010-05-18 00:00:00,5,18,2010,"BMI_RWB",1,NA,590,20,20,0.6779661,4,7.62288638,5.95,0.78054423,0.12,0.41144344,0,0.59599383,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"901S45253_2010"
"902M18864","902M18864",33.49207,-117.24653,902,"Riverside","Northern San Diego","Agricultural","true",4893,"902M18864_05062015_BMI_RWB_1",2015-05-06 00:00:00,5,6,2015,"BMI_RWB",1,NA,512,20,20,1.3671875,8.33333333,6.89609886,7.75,1.1238238,0.74,1.0379317,0.58,1.08087775,0.69,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"902M18864_2015"
"901S00531","901S00531",33.55975,-117.772,901,"Orange","San Juan","Open","true",4830,"901S00531_05072009_BMI_RWB_1",2009-05-07 00:00:00,5,7,2009,"BMI_RWB",1,NA,595,20,20,0,0,7.70077121,5.55,0.72070704,0.07,0.33173895,0,0.52622299,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"901S00531_2009"
"901S00997","901S00997",33.44002,-117.61937,901,"Orange","San Juan","Urban","true",4831,"901S00997_05142009_BMI_RWB_1",2009-05-14 00:00:00,5,14,2009,"BMI_RWB",1,NA,613,20,20,0.16313214,3.84615385,8.31480268,4.7,0.56525695,0.01,0.3720908,0,0.46867387,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"901S00997_2009"
"901S04409","901S04409",33.60347,-117.45314,901,"Riverside","San Juan","Open","true",4840,"901S04409_05192011_BMI_RWB_1",2011-05-19 00:00:00,5,19,2011,"BMI_RWB",1,NA,596,20,20,1.00671141,10.81081081,6.4162542,6.55,1.02084484,0.54,0.8790989,0.25,0.94997187,0.38,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"901S04409_2011"
"901S06969","901S06969",33.55334,-117.39579,901,"Riverside","San Juan","Open","true",4845,"901S06969_05312012_BMI_RWB_1",2012-05-31 00:00:00,5,31,2012,"BMI_RWB",1,NA,582,20,20,0,0,6.50785444,5.55,0.85281563,0.22,0.76090336,0.09,0.8068595,0.11,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"901S06969_2012"
"901S12942","901S12942",33.4779,-117.6785,901,"Orange","San Juan","Urban","true",4847,"901S12942_05302012_BMI_RWB_1",2012-05-30 00:00:00,5,30,2012,"BMI_RWB",1,NA,577,20,20,0.51993068,8,7.11419859,5,0.70281985,0.06,0.43591893,0,0.56936939,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"901S12942_2012"
"901S12942","901S12942",33.4779,-117.6785,901,"Orange","San Juan","Urban","true",4848,"901S12942_05302012_BMI_RWB_2",2012-05-30 00:00:00,5,30,2012,"BMI_RWB",2,NA,590,20,20,0,0,7.11419859,4.95,0.69579165,0.05,0.46106708,0,0.57842937,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"901S12942_2012"
"902M18865","902M18865",33.46728,-117.23022,902,"Riverside","Northern San Diego","Agricultural","true",4894,"902M18865_05052016_BMI_RWB_1",2016-05-05 00:00:00,5,5,2016,"BMI_RWB",1,NA,567,20,20,0,0,6.87756746,8.9,1.29406219,0.94,0.62550416,0.02,0.95978318,0.4,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"902M18865_2016"
"902M18893","902M18893",33.45304,-117.17403,902,"Riverside","Northern San Diego","Open","true",4895,"902M18893_05182017_BMI_RWB_1",2017-05-18 00:00:00,5,18,2017,"BMI_RWB",1,NA,565,20,20,1.59292035,10.20408163,6.92846347,7.6,1.09692431,0.69,0.63832173,0.02,0.86762302,0.2,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"902M18893_2017"
"902M18901","902M18901",33.49624,-117.20413,902,"Riverside","Northern San Diego","Agricultural","true",4896,"902M18901_05012018_BMI_RWB_1",2018-05-01 00:00:00,5,1,2018,"BMI_RWB",1,NA,566,20,20,0.17667845,2.12765957,6.80375777,7.6,1.11702977,0.73,0.77974506,0.11,0.94838742,0.37,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"902M18901_2018"
"SMC06918","SMC06918",32.78184,-117.184,906,"San Diego","Mission Bay and San Diego River","Urban","true",6121,"SMC06918_07162012_BMI_RWB_1",2012-07-16 00:00:00,7,16,2012,"BMI_RWB",1,NA,258,1,1,0,0,7.66714967,6,0.78255939,0.13,0.46101567,0,0.62178753,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"SMC06918_2012"
"902S00117","902S00117",33.34095,-117.33193,902,"San Diego","Northern San Diego","Open","true",4922,"902S00117_05252010_BMI_RWB_MCM_1",2010-05-25 00:00:00,5,25,2010,"BMI_RWB_MCM",1,NA,598,20,20,0.16722408,2.56410256,8.19392794,7.8,0.95192441,0.4,0.49957778,0,0.7257511,0.04,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"902S00117_2010"
"902S02293","902S02293",33.42339,-117.20466,902,"San Diego","Northern San Diego","Open","true",4925,"902S02293_05272010_BMI_RWB_1",2010-05-27 00:00:00,5,27,2010,"BMI_RWB",1,NA,586,20,20,0.34305317,5.26315789,7.07244216,7.7,1.08873284,0.68,0.69905022,0.05,0.89389153,0.25,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"902S02293_2010"
"902S02357","902S02357",33.40568,-117.24977,902,"San Diego","Northern San Diego","Open","true",4926,"902S02357_05252010_BMI_RWB_1",2010-05-25 00:00:00,5,25,2010,"BMI_RWB",1,NA,594,20,20,0,0,7.64181247,7.4,0.96835666,0.43,0.69468166,0.04,0.83151916,0.15,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"902S02357_2010"
"902S05173","902S05173",33.3971,-117.28364,902,"San Diego","Northern San Diego","Open","true",4927,"902S05173_05172011_BMI_RWB_MCM_1",2011-05-17 00:00:00,5,17,2011,"BMI_RWB_MCM",1,NA,601,20,20,0.99833611,7.14285714,7.64234713,7.5,0.9813739,0.46,0.59904427,0.01,0.79020909,0.1,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"902S05173_2011"
"903M20124","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego","Agricultural","true",5022,"903M20124_07092015_BMI_RWB_1",2015-07-09 00:00:00,7,9,2015,"BMI_RWB",1,NA,601,20,20,1.66389351,10.52631579,6.9272081,7.4,1.06825144,0.64,0.81675578,0.15,0.94250361,0.36,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"903M20124_2015"
"903M20124","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego","Agricultural","true",5023,"903M20124_07092015_BMI_RWB_2",2015-07-09 00:00:00,7,9,2015,"BMI_RWB",2,NA,605,20,20,4.46280992,13.15789474,6.9272081,8,1.15486642,0.79,0.73908484,0.07,0.94697563,0.37,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"903M20124_2015"
"903M20153","903M20153",33.31876,-117.10161,903,"San Diego","Northern San Diego","Agricultural","true",5024,"903M20153_06242015_BMI_RWB_1",2015-06-24 00:00:00,6,24,2015,"BMI_RWB",1,NA,619,20,20,2.90791599,13.33333333,6.90058146,8,1.15932259,0.8,0.73740052,0.07,0.94836156,0.37,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"903M20153_2015"
"903M20165","903M20165",33.2747,-117.18089,903,"San Diego","Northern San Diego","Agricultural","true",5025,"903M20165_06072016_BMI_RWB_1",2016-06-07 00:00:00,6,7,2016,"BMI_RWB",1,NA,537,20,20,3.35195531,9.09090909,7.62009144,5.45,0.71521451,0.07,0.49322286,0,0.60421869,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"903M20165_2016"
"903M20165","903M20165",33.2747,-117.18089,903,"San Diego","Northern San Diego","Agricultural","true",5026,"903M20165_06072016_BMI_RWB_2",2016-06-07 00:00:00,6,7,2016,"BMI_RWB",2,NA,474,1,20,1.68776371,9.67741935,7.62009144,4.85,0.6364753,0.03,0.49898648,0,0.56773089,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"903M20165_2016"
"903M20166","903M20166",33.24022,-117.23564,903,"San Diego","Northern San Diego","SMC_out","true",5027,"903M20166_05022016_BMI_RWB_1",2016-05-02 00:00:00,5,2,2016,"BMI_RWB",1,NA,666,20,20,1.8018018,11.76470588,7.60963043,5.6,0.73590959,0.08,0.42577512,0,0.58084235,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"903M20166_2016"
