"","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","analytename","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","county","smc_lu","latitude","longitude","probabilistic","SiteDate","Year"
"743","903M20214_2018","903M20214",126442,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Fenvalerate","None","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20214",903,"Northern San Diego","San Diego","Urban",33.21936,-117.35881,"true","903M20214_2018-05-08",2018
"744","903M20214_2018","903M20214",126456,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Cyfluthrin","Total","ug/g dw",0.00101,"=",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20214",903,"Northern San Diego","San Diego","Urban",33.21936,-117.35881,"true","903M20214_2018-05-08",2018
"745","903M20230_2018","903M20230",126445,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Deltamethrin","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"746","903M20230_2018","903M20230",126454,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Cyfluthrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"747","903M20230_2018","903M20230",126466,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Bifenthrin","None","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"748","903M20230_2018","903M20230",126462,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Cypermethrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"749","903M20230_2018","903M20230",126477,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Permethrin-1","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"750","903M20230_2018","903M20230",126480,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Permethrin-2","Total","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"751","903M20230_2018","903M20230",126440,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Fenvalerate","None","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"752","903M20230_2018","903M20230",126448,2018-05-08,"grab","sediment",1,1,"EPA 8270C","Esfenvalerate","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20230",903,"Northern San Diego","San Diego","Urban",33.23967,-117.31776,"true","903M20230_2018-05-08",2018
"753","903M20235_2018","903M20235",126510,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Permethrin-2","Total","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"754","903M20235_2018","903M20235",126511,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Permethrin-1","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"755","903M20235_2018","903M20235",126508,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Bifenthrin","None","ug/g dw",0.000369,"DNQ",0.00022,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"756","903M20235_2018","903M20235",126498,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Esfenvalerate","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"757","903M20235_2018","903M20235",126494,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Fenvalerate","None","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"758","903M20235_2018","903M20235",126506,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Cyfluthrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"759","903M20235_2018","903M20235",126502,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Cypermethrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"760","903M20235_2018","903M20235",126499,2018-06-12,"grab","sediment",1,1,"EPA 8270C","Deltamethrin","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2019-01-14 09:09:31,"true",NA,"903M20235",903,"Northern San Diego","San Diego","Open",33.24759,-116.78551,"true","903M20235_2018-06-12",2018
"761","903M20280_2019","903M20280",129167,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Cyfluthrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"762","903M20280_2019","903M20280",129161,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Bifenthrin","None","ug/g dw",0.00106,"=",0.00022,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"763","903M20280_2019","903M20280",129194,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Permethrin-2","Total","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"764","903M20280_2019","903M20280",129173,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Fenvalerate","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"765","903M20280_2019","903M20280",129170,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Deltamethrin","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"766","903M20280_2019","903M20280",129193,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Permethrin-1","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"767","903M20280_2019","903M20280",129171,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Esfenvalerate","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"768","903M20280_2019","903M20280",129169,2019-07-01,"grab","sediment",1,1,"EPA 8270D_NCI","Cypermethrin","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Luis_Rey_River_WMA_2019","SMC",2020-01-17 20:44:43,"false",NA,"903M20280",903,"Northern San Diego","San Diego","Urban",33.29662,-117.21939,"true","903M20280_2019-07-01",2019
"769","903S02145_2011","903S02145",85412,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",8e-05,0.000316,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"770","903S02145_2011","903S02145",122520,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000163,0.00158,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"771","903S02145_2011","903S02145",122522,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000166,0.00158,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"772","903S02145_2011","903S02145",85413,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000281,0.00127,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"773","903S02145_2011","903S02145",122523,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000165,0.000633,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"774","903S02145_2011","903S02145",85415,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",5.5e-05,0.000316,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"775","903S02145_2011","903S02145",122525,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.000612,0.00158,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"776","903S02145_2011","903S02145",85416,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.00101,0.00316,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"903S02145",903,"Northern San Diego","San Diego","Agricultural",33.269344,-117.031468,"true","903S02145_2011-08-03",2011
"777","903S06113_2012","903S06113",85450,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",9.8e-05,0.000388,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"778","903S06113_2012","903S06113",85451,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",2e-04,0.00194,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"779","903S06113_2012","903S06113",122560,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000203,0.00194,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"780","903S06113_2012","903S06113",122561,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000344,0.00155,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"781","903S06113_2012","903S06113",122562,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000202,0.000775,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"782","903S06113_2012","903S06113",122563,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",6.7e-05,0.000388,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"783","903S06113_2012","903S06113",85453,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00075,0.00194,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"784","903S06113_2012","903S06113",85454,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.00124,0.00388,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"903S06113",903,"Northern San Diego","San Diego","Open",33.2645,-116.8131,"true","903S06113_2012-06-30",2012
"785","904CBSAM5_2010","904S02585",122934,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.0136,"=",0.000356,0.000712,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"786","904CBSAM5_2010","904S02585",85809,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000285,0.000569,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"787","904CBSAM5_2010","904S02585",122936,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000427,0.000854,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"788","904CBSAM5_2010","904S02585",85810,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000285,0.000569,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"789","904CBSAM5_2010","904S02585",85811,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000285,0.000569,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"790","904CBSAM5_2010","904S02585",122937,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.001139,0.002278,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"791","904CBSAM5_2010","904S02585",85812,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.000997,0.001993,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"792","904CBSAM5_2010","904S02585",85813,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.001708,0.003417,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904CBSAM5",904,"Central San Diego","San Diego","Urban",33.09086,-117.2447,"true","904CBSAM5_2010-05-19",2010
"793","904S01814_2010","904S01814",85683,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",0.000218,0.000436,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"794","904S01814_2010","904S01814",85684,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000174,0.000349,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"795","904S01814_2010","904S01814",122792,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000262,0.000523,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"796","904S01814_2010","904S01814",85686,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000174,0.000349,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"797","904S01814_2010","904S01814",122793,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000174,0.000349,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"798","904S01814_2010","904S01814",85687,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.000698,0.001396,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"799","904S01814_2010","904S01814",85688,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.000611,0.001221,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"800","904S01814_2010","904S01814",122795,2010-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.001047,0.002094,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S01814",904,"Central San Diego","San Diego","Urban",33.02292,-117.2273,"true","904S01814_2010-06-15",2010
"801","904S02201_2010","904S02201",122867,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.0399,"=",0.000439,0.000879,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"802","904S02201_2010","904S02201",122868,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000352,0.000703,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"803","904S02201_2010","904S02201",122869,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000527,0.001055,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"804","904S02201_2010","904S02201",122870,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000352,0.000703,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"805","904S02201_2010","904S02201",122871,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000352,0.000703,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"806","904S02201_2010","904S02201",85764,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.001406,0.002812,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"807","904S02201_2010","904S02201",85765,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00123,0.002461,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"808","904S02201_2010","904S02201",85766,2010-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.002109,0.004218,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S02201",904,"Central San Diego","San Diego","Urban",33.17979,-117.33735,"true","904S02201_2010-05-19",2010
"809","904S08089_2010","904S08089",123023,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",0.000194,0.000388,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010
"810","904S08089_2010","904S08089",123024,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000155,0.00031,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010
"811","904S08089_2010","904S08089",85876,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000233,0.000465,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010
"812","904S08089_2010","904S08089",85877,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000155,0.00031,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010
"813","904S08089_2010","904S08089",123026,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000155,0.00031,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010
"814","904S08089_2010","904S08089",85878,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00062,0.00124,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010
