masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,e,mean_o,oovere,oovere_percentile,mmi,mmi_percentile,ASCI.hybrid,PyrethroidSum,PyrethroidSum_OrgNorm,Arsenic,Cadmium,Chromium,Copper,Lead,Mercury,Nickel,Zinc,mPECq,huc,smcshed,smc_lu,latitude,longitude,probabilistic
845M10601,845M10601_2016,100,100,0.71091247,7.62153109,6.6,0.86596773,0.24,0.5558572,0.01,0.78396306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.90791,-117.88829,TRUE
845PS0011,845PS0011_2008,NA,NA,0.59350085,11.19929194,7.65,0.6830789,0.05,0.5039228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
845PS0011,845PS0011_2015,NA,NA,0.53266515,11.19929194,6.65,0.59378754,0.02,0.47154277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
845PS0011,845PS0011_2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5843103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
845PS0011,845PS0011_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69250399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
845RB8633,845RB8633_2011,NA,NA,0.38412445,7.77951552,3,0.38562813,0,0.38262077,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.87181,-118.0196,TRUE
845RB8633,845RB8633_2013,NA,NA,0.3427812,7.77951552,3,0.38562813,0,0.29993427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.87181,-118.0196,TRUE
901M14118,901M14118_2015,NA,NA,0.91896909,6.73937058,7.6,1.12770175,0.75,0.71023642,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.6098,-117.62739,TRUE
901M14124,901M14124_2015,NA,NA,0.34086399,7.59543048,3,0.39497432,0,0.28675367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.43535,-117.62556,TRUE
901M14126,901M14126_2016,95,95,0.58620272,8.23677693,6.15,0.74665128,0.09,0.42575417,0,0.58635461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.54743,-117.7223,TRUE
901M14134,901M14134_2016,100,100,0.66063326,7.62079668,6.5,0.8529292,0.22,0.46833733,0,0.85994928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.59231,-117.63283,TRUE
901M14137,901M14137_2017,100,100,0.43622213,7.74074706,3,0.38755949,0,0.48488477,0,0.93836275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.49418,-117.71659,TRUE
901M14138,901M14138_2017,100,100,0.80858689,7.55718454,7.6,1.00566553,0.51,0.61150825,0.02,0.66829217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.57688,-117.63999,TRUE
901M14141,901M14141_2018,95,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.52171,-117.62215,TRUE
901M14142,901M14142_2018,100,108.1081081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.6213,-117.68977,TRUE
901M14145,901M14145_2019,100,117.6470588,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.48818,-117.66682,TRUE
901M14149,901M14149_2019,97.5,102.6315789,NA,NA,NA,NA,NA,NA,NA,NA,0.000677,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.56754,-117.74812,TRUE
901PS0057,901PS0057_2008,NA,NA,0.70512385,7.62151793,7,0.91845221,0.33,0.49179549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.52977,-117.66957,TRUE
901S00313,901S00313_2009,NA,NA,0.67093594,6.39203518,5,0.78222348,0.13,0.5596484,0.01,NA,NA,NA,6.74,0.22,34.3,15.2,12.9,NA,10.5,88.4,0.166980684,901,San Juan,Open,33.60642,-117.44623,TRUE
901S00469,901S00469_2009,NA,NA,0.83063378,6.49525601,5.65,0.86986564,0.25,0.79140192,0.12,NA,NA,NA,8.3,0.13,46.7,18.6,7.5,NA,9.6,63.5,0.173948764,901,San Juan,Open,33.52999,-117.40855,TRUE
901S00469,901S00469_2017,NA,NA,1.09879607,6.49525601,8,1.23166816,0.89,0.96592399,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.52999,-117.40855,TRUE
901S00531,901S00531_2009,NA,NA,0.52622299,7.70077121,5.55,0.72070704,0.07,0.33173895,0,0.8488116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.55975,-117.772,TRUE
901S00997,901S00997_2009,NA,NA,0.46867387,8.31480268,4.7,0.56525695,0.01,0.3720908,0,NA,NA,NA,4.66,5.7,39.6,29.4,13.4,NA,50.4,144,0.470758951,901,San Juan,Urban,33.44002,-117.61937,TRUE
901S01705,901S01705_2009,NA,NA,0.9062562,6.49016403,5.8,0.89366,0.29,0.91885241,0.33,NA,NA,NA,6.13,0.27,45.8,15.6,9.4,NA,13.3,57.2,0.175571976,901,San Juan,Open,33.60369,-117.51,TRUE
901S01705,901S01705_2017,NA,NA,0.98625526,6.49016403,7,1.07855517,0.66,0.89395534,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.60369,-117.51,TRUE
901S01811,901S01811_2009,NA,NA,0.66378652,7.60508276,6.8,0.89413886,0.29,0.43343419,0,NA,NA,NA,6.07,0.72,10.5,9.7,7.6,NA,6.2,47.3,0.111172871,901,San Juan,Urban,33.56418,-117.71792,TRUE
901S01849,901S01849_2010,NA,NA,1.08826528,6.50319239,7.7,1.18403386,0.83,0.9924967,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.55523,-117.39779,TRUE
901S01849,901S01849_2017,NA,NA,1.11429151,6.50319239,7.75,1.19172239,0.84,1.03686062,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.55523,-117.39779,TRUE
901S02873,901S02873_2010,NA,NA,1.21174243,6.49548406,7.95,1.22392726,0.88,1.1995576,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.54344,-117.39739,TRUE
901S04309,901S04309_2011,NA,NA,0.91818689,6.5208289,7.5,1.15016053,0.78,0.68621325,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.47486,-117.46605,TRUE
901S04409,901S04409_2011,NA,NA,0.94997187,6.4162542,6.55,1.02084484,0.54,0.8790989,0.25,NA,0,0,4.45,0.3,21.5,10.1,10.9,NA,7,60.1,0.116670624,901,San Juan,Open,33.60347,-117.45314,TRUE
901S04565,901S04565_2011,NA,NA,1.14206202,6.49803035,7.9,1.21575302,0.87,1.06837103,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.5316,-117.41415,TRUE
901S06030,901S06030_2009,NA,NA,0.39525352,8.18301953,4,0.48881712,0,0.30168993,0,NA,NA,NA,2.6,0.3,10,4.7,11.5,NA,4.1,28.3,0.070932031,901,San Juan,Urban,33.50267,-117.64794,TRUE
901S06798,901S06798_2011,NA,NA,0.61406638,7.04356966,5.65,0.80215009,0.15,0.42598268,0,NA,0.000604,0.22,2.04,0.81,26.5,6.4,9.3,NA,16.5,30.6,0.140712805,901,San Juan,Open,33.53154,-117.74144,TRUE
901S06851,901S06851_2011,NA,NA,0.69186994,7.64876821,6.95,0.90864304,0.32,0.47509683,0,NA,0.00162,0.35,1.63,1.14,7.5,5,10.5,NA,5.3,32.6,0.09164899,901,San Juan,Urban,33.55052,-117.67542,TRUE
901S06969,901S06969_2012,NA,NA,0.8068595,6.50785444,5.55,0.85281563,0.22,0.76090336,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Open,33.55334,-117.39579,TRUE
901S11685,901S11685_2012,NA,NA,0.62029393,7.12076342,5.8,0.81451941,0.16,0.42606846,0,NA,0.06075,3.535,3.85,0.4,17,9.6,12,NA,7.9,41.7,0.108817393,901,San Juan,Urban,33.5099,-117.6348,TRUE
901S12942,901S12942_2012,NA,NA,0.56936939,7.11419859,5,0.70281985,0.06,0.43591893,0,NA,0.000734,0.02,2.09,0.21,6.5,3.1,8.9,NA,3.3,14.2,0.050462177,901,San Juan,Urban,33.4779,-117.6785,TRUE
901S39498,901S39498_2010,NA,NA,0.5317078,8.1810459,5.9,0.72117918,0.07,0.34223641,0,NA,0.00612,0.13,9.27,2.85,29.2,16.9,11.5,NA,17,97.5,0.26882006,901,San Juan,Urban,33.49038,-117.66532,TRUE
901S45253,901S45253_2010,NA,NA,0.59599383,7.62288638,5.95,0.78054423,0.12,0.41144344,0,NA,0.01022,0.29,8.93,0.61,20.3,13.3,13.9,NA,12.2,64.7,0.166545973,901,San Juan,Urban,33.51442,-117.62613,TRUE
902M18864,902M18864_2015,NA,NA,1.08087775,6.89609886,7.75,1.1238238,0.74,1.0379317,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.49207,-117.24653,TRUE
902M18865,902M18865_2016,NA,NA,0.95978318,6.87756746,8.9,1.29406219,0.94,0.62550416,0.02,0.54238588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.46728,-117.23022,TRUE
902M18893,902M18893_2017,NA,NA,0.86762302,6.92846347,7.6,1.09692431,0.69,0.63832173,0.02,0.83686416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Open,33.45304,-117.17403,TRUE
902M18901,902M18901_2018,NA,NA,0.94838742,6.80375777,7.6,1.11702977,0.73,0.77974506,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.49624,-117.20413,TRUE
902M18909,902M18909_2019,92,95.83333333,NA,NA,NA,NA,NA,NA,NA,0.88032675,0.0057,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.46607,-117.19794,TRUE
902M20161,902M20161_2015,NA,NA,0.45826737,6.70536096,3.7,0.55179729,0.01,0.36473744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Urban,33.4187,-117.14103,TRUE
902M20173,902M20173_2016,NA,NA,0.42039162,7.06609186,3.4,0.48117121,0,0.35961202,0,0.44945379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Urban,33.40528,-117.18096,TRUE
902M20237,902M20237_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86215104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.40889,-117.21367,TRUE
902M20273,902M20273_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79088192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Open,33.40282,-117.25509,TRUE
902S00117,902S00117_2010,NA,NA,0.7257511,8.19392794,7.8,0.95192441,0.4,0.49957778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Open,33.34095,-117.33193,TRUE
902S00565,902S00565_2009,NA,NA,0.82834127,7.64188239,7.9,1.03377671,0.57,0.62290584,0.02,NA,NA,NA,7.11,0.22,35.3,39.6,8.8,NA,15.7,103,0.208516746,902,Northern San Diego,Open,33.41031,-117.23903,TRUE
902S01097,902S01097_2009,NA,NA,1.05025676,6.93442133,9,1.29787326,0.94,0.80264027,0.14,NA,NA,NA,5.57,0.25,77.3,28.3,6.7,NA,27.7,94.4,0.276183579,902,Northern San Diego,Agricultural,33.48724,-117.25537,TRUE
902S01097,902S01097_2015,NA,NA,0.97579845,6.93442133,8.1,1.16808593,0.81,0.78351098,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.48724,-117.25537,TRUE
902S01097,902S01097_2016,NA,NA,0.97473948,6.93442133,7.95,1.14645471,0.78,0.80302426,0.14,0.70660754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.48724,-117.25537,TRUE
902S01097,902S01097_2017,NA,NA,0.90303868,6.93442133,7,1.00945698,0.52,0.79662038,0.13,0.72773996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.48724,-117.25537,TRUE
902S01097,902S01097_2018,NA,NA,0.94778917,6.93442133,7.65,1.10319227,0.71,0.79238607,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.48724,-117.25537,TRUE
902S01097,902S01097_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66411058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.48724,-117.25537,TRUE
902S02293,902S02293_2010,NA,NA,0.89389153,7.07244216,7.7,1.08873284,0.68,0.69905022,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Open,33.42339,-117.20466,TRUE
902S02357,902S02357_2010,NA,NA,0.83151916,7.64181247,7.4,0.96835666,0.43,0.69468166,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Open,33.40568,-117.24977,TRUE
902S05173,902S05173_2011,NA,NA,0.79020909,7.64234713,7.5,0.9813739,0.46,0.59904427,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Open,33.3971,-117.28364,TRUE
902WE0888,902WE0888_2001,NA,NA,1.04246584,7.60869739,8,1.05142833,0.61,1.03350335,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.45407,-117.30182,TRUE
902WE0888,902WE0888_2015,NA,NA,0.83163158,7.60869739,7.2,0.9462855,0.39,0.71697765,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.45407,-117.30182,TRUE
902WE0888,902WE0888_2016,NA,NA,1.13711468,7.60869739,9.7,1.27485685,0.93,0.99937251,0.5,0.91668201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.45407,-117.30182,TRUE
902WE0888,902WE0888_2017,NA,NA,0.96125933,7.60869739,9.15,1.20257115,0.86,0.71994751,0.06,0.73748474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.45407,-117.30182,TRUE
902WE0888,902WE0888_2018,NA,NA,0.88144408,7.60869739,6.7,0.88057123,0.27,0.88231693,0.26,0.73769078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.45407,-117.30182,TRUE
902WE0888,902WE0888_2019,NA,NA,0.87890358,7.60869739,7.95,1.0448569,0.59,0.71295027,0.05,0.96581913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.45407,-117.30182,TRUE
903M20124,903M20124_2015,NA,NA,0.94697563,6.9272081,8,1.15486642,0.79,0.73908484,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.29947,-117.08415,TRUE
903M20153,903M20153_2015,NA,NA,0.94836156,6.90058146,8,1.15932259,0.8,0.73740052,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.31876,-117.10161,TRUE
903M20165,903M20165_2016,NA,NA,0.56773089,7.62009144,4.85,0.6364753,0.03,0.49898648,0,0.61447661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.2747,-117.18089,TRUE
903M20166,903M20166_2016,NA,NA,0.58084235,7.60963043,5.6,0.73590959,0.08,0.42577512,0,0.76341589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,SMC_out,33.24022,-117.23564,TRUE
903M20177,903M20177_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77753878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,SMC_out,33.39672,-117.11527,TRUE
903M20208,903M20208_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58657817,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.32691,-117.12282,TRUE
903M20213,903M20213_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70562444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.30566,-117.13364,TRUE
903M20214,903M20214_2018,NA,NA,0.5565705,6.99806742,4,0.57158638,0.01,0.54155462,0.01,NA,0.01881,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Urban,33.21936,-117.35881,TRUE
903M20230,903M20230_2018,NA,NA,0.60212715,7.10312205,4.75,0.66872003,0.04,0.53553426,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Urban,33.23967,-117.31776,TRUE
903M20235,903M20235_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000369,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.24759,-116.78551,TRUE
903M20280,903M20280_2019,98,98,NA,NA,NA,NA,NA,NA,NA,0.86829025,0.00106,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Urban,33.29662,-117.21939,TRUE
903S02145,903S02145_2011,NA,NA,1.01925597,6.65181644,8,1.20267901,0.86,0.83583293,0.18,0.7205825,0,0,1.96,0.14,15.2,9.3,4.1,NA,5.8,57.8,0.080594025,903,Northern San Diego,Agricultural,33.269344,-117.031468,TRUE
903S06113,903S06113_2012,NA,NA,0.9283391,6.38495663,5.85,0.91621609,0.33,0.9404621,0.37,NA,0,0,1.51,0.18,44.6,21.6,12,NA,14.4,75.7,0.169091492,903,Northern San Diego,Open,33.2645,-116.8131,TRUE
903WE0798,903WE0798_2001,NA,NA,1.13314965,6.48152646,8,1.23427715,0.89,1.03202216,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33669,-116.82848,TRUE
903WE0798,903WE0798_2005,NA,NA,0.72016238,6.48152646,3,0.46285393,0,0.97747083,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33669,-116.82848,TRUE
903WE0798,903WE0798_2009,NA,NA,0.90717298,6.48152646,5,0.77142322,0.11,1.04292275,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33669,-116.82848,TRUE
903WE0798,903WE0798_2015,NA,NA,1.00075827,6.48152646,7,1.07999251,0.66,0.92152403,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33669,-116.82848,TRUE
903WE0798,903WE0798_2016,NA,NA,0.89300943,6.48152646,6.55,1.01056442,0.52,0.77545445,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33669,-116.82848,TRUE
903WE0900,903WE0900_2002,NA,NA,0.64311207,6.4833361,4.9,0.75578374,0.1,0.53044039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33052,-116.81511,TRUE
903WE0900,903WE0900_2015,NA,NA,0.9421545,6.4833361,6.55,1.01028235,0.52,0.87402666,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33052,-116.81511,TRUE
903WE0900,903WE0900_2016,NA,NA,1.03004025,6.4833361,8,1.23393264,0.89,0.82614786,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.33052,-116.81511,TRUE
904CBSAM5,904CBSAM5_1999,NA,NA,0.72563628,7.61555487,6.65,0.8732128,0.25,0.57805975,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.09086,-117.2447,TRUE
904CBSAM5,904CBSAM5_2000,NA,NA,0.79603038,7.61555487,7.9,1.03735055,0.58,0.55471022,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.09086,-117.2447,TRUE
904CBSAM5,904CBSAM5_2010,NA,NA,0.83648684,7.61555487,7.95,1.04391606,0.59,0.62905762,0.02,NA,0.0136,0.19,7.09,0.61,29.7,51.7,22.8,NA,15,193,0.265590308,904,Central San Diego,Urban,33.09086,-117.2447,TRUE
904M21713,904M21713_2015,NA,NA,0.50782231,6.84305452,3.8,0.55530757,0.01,0.46033706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.11944,-117.09511,TRUE
904M21720,904M21720_2015,NA,NA,0.75903649,7.01706852,6.8,0.96906564,0.44,0.54900734,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.15678,-117.28243,TRUE
904M21729,904M21729_2016,NA,NA,0.81445632,6.86473536,6.4,0.93230105,0.36,0.6966116,0.05,0.7457856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09835,-117.13358,TRUE
904M21761,904M21761_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76939775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.1082,-117.20794,TRUE
904M21764,904M21764_2018,NA,NA,0.56131802,7.03437019,5.65,0.80319913,0.15,0.31943691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.2075,-117.28072,TRUE
904M21782,904M21782_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70135557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.15476,-117.03441,TRUE
904M21784,904M21784_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78980015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.18782,-117.27686,TRUE
904PS0034,904PS0034_2008,NA,NA,0.52268161,7.66829267,4.95,0.64551527,0.03,0.39984795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.06756,-117.26276,TRUE
904S00537,904S00537_2009,NA,NA,0.45904266,7.13826823,3.6,0.504324,0,0.41376131,0,NA,NA,NA,5.3,0.41,30.7,26.6,13.9,NA,12.5,84,0.178119625,904,Central San Diego,Urban,33.05031,-117.22428,TRUE
904S01814,904S01814_2010,NA,NA,0.46666952,7.64861384,3.6,0.47067352,0,0.46266553,0,0.86402935,0,0,5.43,0.21,15,16,12,NA,6.1,47,0.110127533,904,Central San Diego,Urban,33.02298,-117.2254,TRUE
904S02201,904S02201_2010,NA,NA,0.39045016,6.91712853,3,0.43370598,0,0.34719433,0,NA,0.0399,0.56,11.7,0.52,53.4,71.2,27.4,NA,23.9,339,0.408898671,904,Central San Diego,Urban,33.17979,-117.33735,TRUE
904S08089,904S08089_2010,NA,NA,0.83858821,6.88532082,6.5,0.94403735,0.38,0.73313908,0.07,NA,0,0,2.9,0.44,28.3,29.7,27.7,NA,14.4,137,0.205956215,904,Central San Diego,Agricultural,33.08899,-117.13748,TRUE
904S12185,904S12185_2011,NA,NA,0.77541234,6.86137295,6.55,0.95461944,0.41,0.59620525,0.01,NA,0.00684,0.98,1.68,0.2,20.2,13.7,10,NA,8.6,71.8,0.110929253,904,Central San Diego,Agricultural,33.09918,-117.13013,TRUE
904WE1125,904WE1125_2002,NA,NA,0.7813264,6.86137295,6.9,1.00562964,0.51,0.55702315,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09896,-117.12876,TRUE
904WE1125,904WE1125_2015,NA,NA,0.76659392,6.86137295,6.15,0.89632207,0.29,0.63686578,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09896,-117.12876,TRUE
904WE1125,904WE1125_2016,NA,NA,0.84907526,6.86137295,6.95,1.01291681,0.53,0.68523371,0.04,0.76143201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09896,-117.12876,TRUE
904WE1125,904WE1125_2017,NA,NA,0.81327898,6.86137295,6.6,0.96190661,0.42,0.66465134,0.03,0.32466247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09896,-117.12876,TRUE
904WE1125,904WE1125_2018,NA,NA,0.87281449,6.86137295,7,1.02020398,0.54,0.72542501,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09896,-117.12876,TRUE
904WE1125,904WE1125_2019,NA,NA,0.93393584,6.86137295,7.85,1.14408589,0.78,0.72378579,0.06,0.57781376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Agricultural,33.09896,-117.12876,TRUE
904WE1131,904WE1131_2002,NA,NA,0.64812182,7.11063693,4,0.56253751,0.01,0.73370612,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Open,33.0682,-117.16872,TRUE
905CE0512,905CE0512_2004,NA,NA,1.08427616,6.44841972,7.9,1.22510636,0.88,0.94344596,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.11137,-116.74386,TRUE
905M21721,905M21721_2015,NA,NA,0.67998428,7.77001219,6,0.77219956,0.12,0.58776899,0.01,1.05442146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Urban,33.00843,-117.16525,TRUE
905M21725,905M21725_2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82189495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Urban,33.01795,-117.17811,TRUE
905M21737,905M21737_2016,NA,NA,0.67974723,7.79217225,6.75,0.86625395,0.24,0.49324051,0,0.7076016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Agricultural,33.00405,-117.15264,TRUE
905M21756,905M21756_2017,NA,NA,0.70661209,7.03557687,6.8,0.96651634,0.43,0.44670785,0,0.48330481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Urban,33.05619,-117.04124,TRUE
