,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,originalid,masterid,huc,smcshed,county,smc_lu,latitude,longitude,probabilistic,SiteDate,Year,OCresult,OrgNorm,RLOC,Class,TEB,LEB,Assessment,RLOC_Eval,TEBq,LEBq,AssessNumeric
453,Deltamethrin,403S18093_2013,403S18093,99741,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000456,0.00205,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S18093,403,Santa Clara,Ventura,Open,34.69441,-118.85658,TRUE,403S18093_2013-06-24,2013,0.0094,0,0.22,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
454,Deltamethrin,403S34646_2013,403S34646,99798,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0294,DNQ,0.0101,0.0456,20,"BLM,D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S34646,403,Santa Clara,Los Angeles,Agricultural,34.42556,-118.56616,TRUE,403S34646_2013-06-25,2013,0.0923,0.32,0.49,PYR,0.02,0.2,Likely,Tragic RL,16,1.6,1
455,Deltamethrin,403S39062_2013,403S39062,62848,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0419,=,0.000391,0.00176,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S39062,403,Santa Clara,Los Angeles,Agricultural,34.4323,-118.61744,TRUE,403S39062_2013-06-25,2013,0.0083,5.05,0.21,PYR,0.02,0.2,Likely,Tragic RL,252.5,25.25,1
456,Deltamethrin,404M07360_2017,404M07360,49770,6/8/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,0.00315,=,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,404M07360,404,Santa Monica Bay,Los Angeles,Urban,34.15459,-118.75848,TRUE,404M07360_2017-06-08,2017,0.0754,0.04,0.01,PYR,0.02,0.2,Possible,GoodRL,2,0.2,3
457,Deltamethrin,404M07372_2019,404M07372,129524,7/9/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,NA,404M07372,404,Santa Monica Bay,Los Angeles,Urban,34.13604,-118.75743,TRUE,404M07372_2019-07-09,2019,0.042,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
458,Deltamethrin,901M14145_2019,901M14145,127778,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,NA,901M14145,901,San Juan,Orange,Urban,33.48818,-117.66682,TRUE,901M14145_2019-06-27,2019,9.00E-04,0,0.56,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
459,Deltamethrin,901M14149_2019,901M14149,127112,5/29/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,NA,901M14149,901,San Juan,Orange,Open,33.56754,-117.74812,TRUE,901M14149_2019-05-29,2019,0.0011,0,0.45,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
460,Deltamethrin,901S04409_2011,901S04409,121719,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000281,0.000561,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,901S04409,901,San Juan,Riverside,Open,33.60347,-117.45314,TRUE,901S04409_2011-05-19,2011,0.0119,0,0.05,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
461,Deltamethrin,901S06798_2011,901S06798,84739,5/17/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00026,0.000519,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,901S06798,901,San Juan,Orange,Open,33.53154,-117.74144,TRUE,901S06798_2011-05-17,2011,0.0027,0,0.19,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
462,Deltamethrin,901S06851_2011,901S06851,121867,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000266,0.000531,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,901S06851,901,San Juan,Orange,Urban,33.55052,-117.67542,TRUE,901S06851_2011-05-19,2011,0.0046,0,0.12,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
463,Deltamethrin,901S11685_2012,901S11685,84876,5/31/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0017,DNQ,0.000602,0.00271,1,"H,PJM",NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,901S11685,901,San Juan,Orange,Urban,33.5099,-117.6348,TRUE,901S11685_2012-05-31,2012,0.0172,0.1,0.16,PYR,0.02,0.2,Possible,Poor RL,5,0.5,3
464,Deltamethrin,901S12942_2012,901S12942,84931,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000311,0.0014,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,901S12942,901,San Juan,Orange,Urban,33.4779,-117.6785,TRUE,901S12942_2012-06-30,2012,0.0312,0,0.04,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
465,Deltamethrin,901S39498_2010,901S39498,84994,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00022,0.000441,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S39498,901,San Juan,Orange,Urban,33.49038,-117.66532,TRUE,901S39498_2010-05-18,2010,0.0478,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
466,Deltamethrin,901S45253_2010,901S45253,85032,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00523,=,0.000201,0.000402,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S45253,901,San Juan,Orange,Urban,33.51442,-117.62613,TRUE,901S45253_2010-05-18,2010,0.0345,0.15,0.01,PYR,0.02,0.2,Possible,GoodRL,7.5,0.75,3
467,Deltamethrin,902M18909_2019,902M18909,127018,5/9/2019,grab,sediment,1,1,Pyrethroid Pesticides by GC/MS/MS,Total,ug/g dw,-88,ND,0.00059,0.0012,1,None,,CalScience,SMC_Carlsbad_WMA_2019,SMC,9/18/2019 15:36,FALSE,NA,902M18909,902,Northern San Diego,Riverside,Agricultural,33.46607,-117.19794,TRUE,902M18909_2019-05-09,2019,0.019,0,0.06,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
468,Deltamethrin,903M20208_2017,903M20208,49437,6/12/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,903M20208,903,Northern San Diego,San Diego,Agricultural,33.32691,-117.12282,TRUE,903M20208_2017-06-12,2017,0.0525,0,0.02,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
469,Deltamethrin,903M20214_2018,903M20214,126447,5/8/2018,grab,sediment,1,1,EPA 8270C,None,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,NA,903M20214,903,Northern San Diego,San Diego,Urban,33.21936,-117.35881,TRUE,903M20214_2018-05-08,2018,0.0618,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
470,Deltamethrin,903M20230_2018,903M20230,126445,5/8/2018,grab,sediment,1,1,EPA 8270C,None,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,NA,903M20230,903,Northern San Diego,San Diego,Urban,33.23967,-117.31776,TRUE,903M20230_2018-05-08,2018,0.0075,0,0.07,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
471,Deltamethrin,404S32468_2012,404S32468,67437,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000344,0.00155,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S32468,404,Santa Monica Bay,Los Angeles,Open,34.0999,-118.72304,TRUE,404S32468_2012-06-26,2012,0.0173,0,0.09,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
472,Deltamethrin,402M00066_2018,402M00066,125933,7/23/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00074,0.00074,1,None,"""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,402M00066,402,Ventura,Ventura,Urban,34.29325,-119.30742,TRUE,402M00066_2018-07-23,2018,0.00935,0,0.08,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
473,Deltamethrin,402M00114_2018,402M00114,125848,6/14/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00082,0.00082,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,402M00114,402,Ventura,Ventura,Open,34.41665,-119.37011,TRUE,402M00114_2018-06-14,2018,0.000857,0,0.96,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
474,Deltamethrin,403BA0047_2019,SMC00047,129001,5/15/2019,grab,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00099,0.00099,9.9,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,SMC_VCWPD_2019,SMC,11/1/2019 11:37,FALSE,NA,403BA0047,403,Santa Clara,Ventura,Urban,34.27084,-119.1524,TRUE,403BA0047_2019-05-15,2019,0.0221,0,0.04,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
475,Deltamethrin,403M01538_2017,403M01538,49045,5/25/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00085,0.00085,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:22,TRUE,NA,403M01538,403,Santa Clara,Ventura,Agricultural,34.41199,-118.83067,TRUE,403M01538_2017-05-25,2017,0.00356,0,0.24,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
476,Deltamethrin,403M05795_2017,403M05795,49767,6/5/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:22,TRUE,NA,403M05795,403,Santa Clara,Los Angeles,Open,34.60898,-118.77961,TRUE,403M05795_2017-06-05,2017,0.0472,0,0.02,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
477,Deltamethrin,403M05832_2019,403M05832,129522,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,NA,403M05832,403,Santa Clara,Los Angeles,Open,34.54997,-118.50855,TRUE,403M05832_2019-06-27,2019,0.0561,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
478,Deltamethrin,403S01136_2011,403S01136,98538,6/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000324,0.000648,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S01136,403,Santa Clara,Los Angeles,Open,34.62762,-118.74403,TRUE,403S01136_2011-06-13,2011,0.0093,0,0.07,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
479,Deltamethrin,904S08089_2010,904S08089,85877,5/20/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000155,0.00031,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,904S08089,904,Central San Diego,San Diego,Agricultural,33.08899,-117.13748,TRUE,904S08089_2010-05-20,2010,0.0532,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
480,Deltamethrin,904S12185_2011,904S12185,123079,5/24/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000313,0.000626,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,904S12185,904,Central San Diego,San Diego,Agricultural,33.09918,-117.13013,TRUE,904S12185_2011-05-24,2011,0.007,0,0.09,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
481,Deltamethrin,905S15201_2012,905S15201,123229,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000577,0.0026,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,905S15201,905,Central San Diego,San Diego,Open,33.11778,-116.85444,TRUE,905S15201_2012-06-30,2012,0.0123,0,0.21,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
482,Deltamethrin,906S02902_2011,906S02902,123345,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00111,DNQ,0.000386,0.00174,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,906S02902,906,Central San Diego,San Diego,Urban,32.949075,-117.064432,TRUE,906S02902_2011-08-03,2011,0.0881,0.01,0.02,PYR,0.02,0.2,Unlikely (<TEB),GoodRL,0.5,0.05,5
483,Deltamethrin,907M23342_2017,907M23342,49439,6/13/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,907M23342,907,Mission Bay and San Diego River,San Diego,Open,32.99095,-116.59072,TRUE,907M23342_2017-06-13,2017,0.038,0,0.02,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
484,Deltamethrin,405CE0280_2018,405CE0280,130098,7/2/2018,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,405CE0280,405,San Gabriel,Los Angeles,Open,34.23041,-117.74981,TRUE,405CE0280_2018-07-02,2018,0.0012,0,0.42,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
485,Deltamethrin,408BA0036_2017,SMC00036,49023,4/27/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00084,0.00084,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,408BA0036,408,Calleguas,Ventura,Urban,34.21502,-118.87899,TRUE,408BA0036_2017-04-27,2017,0.0438,0,0.02,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
486,Deltamethrin,408BA0036_2018,SMC00036,125847,6/12/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.048,0.048,50,"D,DF,DG","M-02, M-04, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,408BA0036,408,Calleguas,Ventura,Urban,34.21502,-118.87899,TRUE,408BA0036_2018-06-12,2018,0.0103,0,4.66,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
487,Deltamethrin,408BA0660_2018,SMC00660,125850,6/12/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00094,0.00094,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,408BA0660,408,Calleguas,Ventura,Agricultural,34.26784,-118.93781,TRUE,408BA0660_2018-06-12,2018,0.000267,0,3.52,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
488,Deltamethrin,408BA0836_2017,SMC00836,49106,6/21/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00087,0.00087,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,408BA0836,408,Calleguas,Ventura,Agricultural,34.19071,-119.00511,TRUE,408BA0836_2017-06-21,2017,0.00186,0,0.47,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
489,Deltamethrin,408M03100_2019,408M03100,129000,5/9/2019,grab,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0082,0.0082,16.46,"D,DF","M-02, M-04, ""None"" 01/Jan/1950 00:00",WKL,SMC_VCWPD_2019,SMC,11/1/2019 11:37,FALSE,NA,408M03100,408,Calleguas,Ventura,Agricultural,34.1812,-119.0871,TRUE,408M03100_2019-05-09,2019,0.0131,0,0.63,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
490,Deltamethrin,801M12649_2013,SMC14211,31085,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0034,0.0034,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,801M12649,801,Lower Santa Ana,Orange,Urban,33.6894,-117.82174,TRUE,801M12649_2013-06-04,2013,0.00235,0,1.45,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
491,Deltamethrin,801M12678_2019,801M12678,127351,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,NA,801M12678,801,Lower Santa Ana,Orange,Agricultural,33.79594,-117.70467,TRUE,801M12678_2019-04-25,2019,0.0021,0,0.24,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
492,Deltamethrin,801M16932_2017,801M16932,49368,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,801M16932,801,Middle Santa Ana,Riverside,Open,33.94279,-117.32362,TRUE,801M16932_2017-05-31,2017,0.0542,0,0.02,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
493,Deltamethrin,801M16957_2019,801M16957,129683,5/10/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_RCFC_2019,SMC,1/17/2020 21:30,FALSE,NA,801M16957,801,Middle Santa Ana,Riverside,Urban,33.85539,-117.3551,TRUE,801M16957_2019-05-10,2019,0.0571,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
494,Deltamethrin,801M16973_2018,801M16973,126161,6/6/2018,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,11/30/2018 13:35,TRUE,NA,801M16973,801,Middle Santa Ana,Riverside,Urban,33.93481,-117.34516,TRUE,801M16973_2018-06-06,2018,0.0976,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
495,Deltamethrin,801S02947_2011,SMC02947,20072,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0049,0.0049,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,801S02947,801,Lower Santa Ana,Orange,Urban,33.69919,-117.81143,TRUE,801S02947_2011-07-12,2011,0.0094,0,0.52,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
496,Deltamethrin,801S03971_2011,SMC03971,20117,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,801S03971,801,Lower Santa Ana,Orange,Urban,33.67551,-117.82775,TRUE,801S03971_2011-07-11,2011,0.02,0,0.2,PYR,0.02,0.2,Possible or Unlikely,Oops,0,0,4
497,Deltamethrin,802S09698_2017,SMC09698,49369,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,NA,802S09698,802,San Jacinto,Riverside,Open,33.7459,-116.70739,TRUE,802S09698_2017-05-31,2017,0.1353,0,0.01,PYR,0.02,0.2,Unlikely_ND,GoodRL,0,0,6
498,Deltamethrin,SMC01384_2017,SMC01384,49769,6/7/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01384,404,Santa Monica Bay,Los Angeles,Open,34.0646,-118.70091,TRUE,SMC01384_2017-06-07,2017,0.0298,0,0.03,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
499,Deltamethrin,SMC01694_2018,SMC01694,131358,8/6/2018,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC01694,845,San Gabriel,Orange,Urban,33.92,-117.90272,TRUE,SMC01694_2018-08-06,2018,0.0024,0,0.21,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
500,Deltamethrin,SMC01923_2011,SMC01923,20057,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01923,801,Lower Santa Ana,Orange,Urban,33.67221,-117.78872,TRUE,SMC01923_2011-07-12,2011,0.0015,0,2.33,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
501,Deltamethrin,SMC02206_2011,SMC02206,20087,7/19/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0041,0.0041,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC02206,801,Lower Santa Ana,Orange,Urban,33.87098,-117.85002,TRUE,SMC02206_2011-07-19,2011,0.0033,0,1.24,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
502,Deltamethrin,SMC09091_2013,SMC09091,31716,6/27/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0036,0.0036,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC09091,801,Lower Santa Ana,Orange,Urban,33.71335,-117.79574,TRUE,SMC09091_2013-06-27,2013,0.00505,0,0.71,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
503,Deltamethrin,SMC09118_2013,SMC09118,30731,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0038,0.0038,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC09118,801,Lower Santa Ana,Orange,Urban,33.80876,-117.86259,TRUE,SMC09118_2013-05-22,2013,0.00474,0,0.8,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
504,Deltamethrin,SMC13187_2013,SMC13187,31073,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0032,0.0032,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC13187,801,Lower Santa Ana,Orange,Urban,33.67808,-117.80245,TRUE,SMC13187_2013-06-04,2013,0.00065,0,4.92,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
505,Deltamethrin,SMC13214_2013,SMC13214,30743,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC13214,801,Lower Santa Ana,Orange,Urban,33.80453,-117.87242,TRUE,SMC13214_2013-05-22,2013,0.00379,0,1.06,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
506,Deltamethrin,SMC14099_2013,SMC14099,31457,6/13/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC14099,801,Lower Santa Ana,Orange,Urban,33.62772,-117.73558,TRUE,SMC14099_2013-06-13,2013,0.00112,0,3.13,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
507,Deltamethrin,SMC00464_2017,SMC00464,130806,7/21/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00464,405,San Gabriel,Los Angeles,Open,34.24152,-117.86683,TRUE,SMC00464_2017-07-21,2017,0.027,0,0.03,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
508,Deltamethrin,SMC00544_2017,SMC00544,130983,6/14/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00029,0.00092,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00544,405,San Gabriel,Los Angeles,Open,34.14677,-117.74153,TRUE,SMC00544_2017-06-14,2017,0.0275,0,0.03,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
509,Deltamethrin,SMC00686_2019,SMC00686,132092,8/7/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,0.00132,=,0.00025,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00686,405,San Gabriel,Los Angeles,Urban,34.0322,-117.83819,TRUE,SMC00686_2019-08-07,2019,0.0097,0.14,0.05,PYR,0.02,0.2,Possible,Poor RL,7,0.7,3
510,Deltamethrin,SMC00766_2011,SMC00766,20102,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,SMC00766,801,Lower Santa Ana,Orange,Urban,33.65718,-117.83739,TRUE,SMC00766_2011-07-11,2011,0.012,0,0.4,PYR,0.02,0.2,RL Too High,Tragic RL,0,0,2
511,Deltamethrin,907M23385_2019,907M23385,129065,6/25/2019,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_San_Diego_River_WMA_2019,SMC,1/17/2020 20:27,FALSE,NA,907M23385,907,Mission Bay and San Diego River,San Diego,Urban,32.81067,-117.07466,TRUE,907M23385_2019-06-25,2019,0.0092,0,0.05,PYR,0.02,0.2,Possible or Unlikely,Poor RL,0,0,4
